type,name,file_path,line,confidence,responsibility,purity,boundary,lifecycle,rpbl_score,evidence
Unknown,get_swagger_ui_html,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/openapi/docs.py,27,30.0,5,5,5,5,5.0,def get_swagger_ui_html(
Unknown,get_redoc_html,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/openapi/docs.py,162,30.0,5,5,5,5,5.0,def get_redoc_html(
Unknown,get_swagger_ui_oauth2_redirect_html,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/openapi/docs.py,257,30.0,5,5,5,5,5.0,def get_swagger_ui_oauth2_redirect_html() -> HTMLR
Unknown,get_openapi_security_definitions,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/openapi/utils.py,79,30.0,5,5,5,5,5.0,def get_openapi_security_definitions(
Unknown,_get_openapi_operation_parameters,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/openapi/utils.py,105,30.0,5,5,5,5,5.0,def _get_openapi_operation_parameters(
Unknown,get_openapi_operation_request_body,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/openapi/utils.py,178,30.0,5,5,5,5,5.0,def get_openapi_operation_request_body(
Unknown,generate_operation_id,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/openapi/utils.py,213,30.0,5,5,5,5,5.0,def generate_operation_id(
Unknown,generate_operation_summary,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/openapi/utils.py,228,30.0,5,5,5,5,5.0,"def generate_operation_summary(*, route: routing.A"
Unknown,get_openapi_operation_metadata,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/openapi/utils.py,234,30.0,5,5,5,5,5.0,def get_openapi_operation_metadata(
Unknown,get_openapi_path,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/openapi/utils.py,260,30.0,5,5,5,5,5.0,def get_openapi_path(
Unknown,get_fields_from_routes,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/openapi/utils.py,446,30.0,5,5,5,5,5.0,def get_fields_from_routes(
Unknown,get_openapi,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/openapi/utils.py,477,30.0,5,5,5,5,5.0,def get_openapi(
DTO,GenerateJsonSchema,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/v1.py,149,50.0,4,8,8,3,5.75,class GenerateJsonSchema:
DTO,PydanticSchemaGenerationError,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/v1.py,153,50.0,4,8,8,3,5.75,class PydanticSchemaGenerationError(Exception):
Unknown,with_info_plain_validator_function,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/v1.py,160,30.0,5,5,5,5,5.0,def with_info_plain_validator_function(
Unknown,get_model_definitions,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/v1.py,170,30.0,5,5,5,5,5.0,def get_model_definitions(
Unknown,is_pv1_scalar_field,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/v1.py,189,30.0,5,5,5,5,5.0,def is_pv1_scalar_field(field: ModelField) -> bool
Unknown,is_pv1_scalar_sequence_field,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/v1.py,208,30.0,5,5,5,5,5.0,def is_pv1_scalar_sequence_field(field: ModelField
Unknown,_model_rebuild,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/v1.py,222,30.0,5,5,5,5,5.0,def _model_rebuild(model: Type[BaseModel]) -> None
Unknown,_model_dump,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/v1.py,226,30.0,5,5,5,5,5.0,def _model_dump(
Unknown,_get_model_config,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/v1.py,232,30.0,5,5,5,5,5.0,def _get_model_config(model: BaseModel) -> Any:
Unknown,get_schema_from_model_field,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/v1.py,236,30.0,5,5,5,5,5.0,def get_schema_from_model_field(
Unknown,get_definitions,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/v1.py,255,30.0,5,5,5,5,5.0,def get_definitions(
Unknown,is_scalar_field,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/v1.py,268,30.0,5,5,5,5,5.0,def is_scalar_field(field: ModelField) -> bool:
Unknown,is_sequence_field,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/v1.py,272,30.0,5,5,5,5,5.0,def is_sequence_field(field: ModelField) -> bool:
Unknown,is_scalar_sequence_field,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/v1.py,276,30.0,5,5,5,5,5.0,def is_scalar_sequence_field(field: ModelField) ->
Unknown,is_bytes_field,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/v1.py,280,30.0,5,5,5,5,5.0,def is_bytes_field(field: ModelField) -> bool:
Unknown,is_bytes_sequence_field,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/v1.py,284,30.0,5,5,5,5,5.0,def is_bytes_sequence_field(field: ModelField) -> 
Unknown,copy_field_info,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/v1.py,288,30.0,5,5,5,5,5.0,"def copy_field_info(*, field_info: FieldInfo, anno"
Unknown,serialize_sequence_value,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/v1.py,292,30.0,5,5,5,5,5.0,"def serialize_sequence_value(*, field: ModelField,"
Unknown,get_missing_field_error,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/v1.py,296,30.0,5,5,5,5,5.0,"def get_missing_field_error(loc: Tuple[str, ...]) "
Factory,create_body_model,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/v1.py,302,50.0,5,6,4,3,4.5,def create_body_model(
Unknown,get_model_fields,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/v1.py,311,30.0,5,5,5,5,5.0,def get_model_fields(model: Type[BaseModel]) -> Li
Unknown,_normalize_errors,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/may_v1.py,100,30.0,5,5,5,5,5.0,def _normalize_errors(errors: Sequence[Any]) -> Li
Unknown,_regenerate_error_with_loc,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/may_v1.py,115,30.0,5,5,5,5,5.0,def _regenerate_error_with_loc(
Unknown,lenient_issubclass,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/shared.py,66,30.0,5,5,5,5,5.0,def lenient_issubclass(
Unknown,_annotation_is_sequence,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/shared.py,77,30.0,5,5,5,5,5.0,def _annotation_is_sequence(annotation: Union[Type
Unknown,field_annotation_is_sequence,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/shared.py,83,30.0,5,5,5,5,5.0,def field_annotation_is_sequence(annotation: Union
Unknown,value_is_sequence,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/shared.py,95,30.0,5,5,5,5,5.0,def value_is_sequence(value: Any) -> bool:
Unknown,_annotation_is_complex,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/shared.py,99,30.0,5,5,5,5,5.0,def _annotation_is_complex(annotation: Union[Type[
Unknown,field_annotation_is_complex,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/shared.py,109,30.0,5,5,5,5,5.0,def field_annotation_is_complex(annotation: Union[
Unknown,field_annotation_is_scalar,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/shared.py,125,30.0,5,5,5,5,5.0,def field_annotation_is_scalar(annotation: Any) ->
Unknown,field_annotation_is_scalar_sequence,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/shared.py,130,30.0,5,5,5,5,5.0,def field_annotation_is_scalar_sequence(annotation
Unknown,is_bytes_or_nonable_bytes_annotation,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/shared.py,147,30.0,5,5,5,5,5.0,def is_bytes_or_nonable_bytes_annotation(annotatio
Unknown,is_uploadfile_or_nonable_uploadfile_annotation,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/shared.py,158,30.0,5,5,5,5,5.0,def is_uploadfile_or_nonable_uploadfile_annotation
Unknown,is_bytes_sequence_annotation,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/shared.py,169,30.0,5,5,5,5,5.0,def is_bytes_sequence_annotation(annotation: Any) 
Unknown,is_uploadfile_sequence_annotation,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/shared.py,184,30.0,5,5,5,5,5.0,def is_uploadfile_sequence_annotation(annotation: 
Unknown,annotation_is_pydantic_v1,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/shared.py,199,30.0,5,5,5,5,5.0,def annotation_is_pydantic_v1(annotation: Any) -> 
Entity,ModelField,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/model_field.py,14,50.0,9,3,8,9,7.25,class ModelField(Protocol):
Unknown,get_cached_model_fields,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/main.py,53,30.0,5,5,5,5,5.0,def get_cached_model_fields(model: Type[BaseModel]
Unknown,_is_undefined,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/main.py,64,30.0,5,5,5,5,5.0,def _is_undefined(value: object) -> bool:
Unknown,_get_model_config,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/main.py,74,30.0,5,5,5,5,5.0,def _get_model_config(model: BaseModel) -> Any:
Unknown,_model_dump,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/main.py,85,30.0,5,5,5,5,5.0,def _model_dump(
Unknown,_is_error_wrapper,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/main.py,98,30.0,5,5,5,5,5.0,def _is_error_wrapper(exc: Exception) -> bool:
Unknown,copy_field_info,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/main.py,108,30.0,5,5,5,5,5.0,"def copy_field_info(*, field_info: FieldInfo, anno"
Factory,create_body_model,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/main.py,120,50.0,5,6,4,3,4.5,def create_body_model(
Unknown,get_annotation_from_field_info,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/main.py,134,30.0,5,5,5,5,5.0,def get_annotation_from_field_info(
Unknown,is_bytes_field,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/main.py,152,30.0,5,5,5,5,5.0,def is_bytes_field(field: ModelField) -> bool:
Unknown,is_bytes_sequence_field,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/main.py,164,30.0,5,5,5,5,5.0,def is_bytes_sequence_field(field: ModelField) -> 
Unknown,is_scalar_field,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/main.py,176,30.0,5,5,5,5,5.0,def is_scalar_field(field: ModelField) -> bool:
Unknown,is_scalar_sequence_field,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/main.py,188,30.0,5,5,5,5,5.0,def is_scalar_sequence_field(field: ModelField) ->
Unknown,is_sequence_field,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/main.py,200,30.0,5,5,5,5,5.0,def is_sequence_field(field: ModelField) -> bool:
Unknown,serialize_sequence_value,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/main.py,212,30.0,5,5,5,5,5.0,"def serialize_sequence_value(*, field: ModelField,"
Unknown,_model_rebuild,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/main.py,224,30.0,5,5,5,5,5.0,def _model_rebuild(model: Type[BaseModel]) -> None
Unknown,get_compat_model_name_map,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/main.py,235,30.0,5,5,5,5,5.0,def get_compat_model_name_map(fields: List[ModelFi
Unknown,get_definitions,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/main.py,267,30.0,5,5,5,5,5.0,def get_definitions(
Unknown,get_schema_from_model_field,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/main.py,314,30.0,5,5,5,5,5.0,def get_schema_from_model_field(
Unknown,_is_model_field,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/main.py,345,30.0,5,5,5,5,5.0,def _is_model_field(value: Any) -> bool:
Unknown,_is_model_class,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/main.py,355,30.0,5,5,5,5,5.0,def _is_model_class(value: Any) -> bool:
Unknown,asdict,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/v2.py,80,30.0,5,5,5,5,5.0,"def asdict(field_info: FieldInfo) -> Dict[str, Any"
Unknown,BaseConfig,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/v2.py,93,30.0,5,5,5,5,5.0,class BaseConfig:
Unknown,ErrorWrapper,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/v2.py,97,30.0,5,5,5,5,5.0,class ErrorWrapper(Exception):
Entity,ModelField,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/v2.py,102,50.0,9,3,8,9,7.25,class ModelField:
Unknown,get_annotation_from_field_info,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/v2.py,217,30.0,5,5,5,5,5.0,def get_annotation_from_field_info(
Unknown,_model_rebuild,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/v2.py,223,30.0,5,5,5,5,5.0,def _model_rebuild(model: Type[BaseModel]) -> None
Unknown,_model_dump,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/v2.py,227,30.0,5,5,5,5,5.0,def _model_dump(
Unknown,_get_model_config,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/v2.py,233,30.0,5,5,5,5,5.0,def _get_model_config(model: BaseModel) -> Any:
Unknown,_has_computed_fields,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/v2.py,237,30.0,5,5,5,5,5.0,def _has_computed_fields(field: ModelField) -> boo
Unknown,get_schema_from_model_field,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/v2.py,244,30.0,5,5,5,5,5.0,def get_schema_from_model_field(
Unknown,get_definitions,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/v2.py,275,30.0,5,5,5,5,5.0,def get_definitions(
Unknown,_replace_refs,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/v2.py,339,30.0,5,5,5,5,5.0,def _replace_refs(
Unknown,_remap_definitions_and_field_mappings,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/v2.py,375,30.0,5,5,5,5,5.0,def _remap_definitions_and_field_mappings(
Unknown,is_scalar_field,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/v2.py,421,30.0,5,5,5,5,5.0,def is_scalar_field(field: ModelField) -> bool:
Unknown,is_sequence_field,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/v2.py,429,30.0,5,5,5,5,5.0,def is_sequence_field(field: ModelField) -> bool:
Unknown,is_scalar_sequence_field,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/v2.py,433,30.0,5,5,5,5,5.0,def is_scalar_sequence_field(field: ModelField) ->
Unknown,is_bytes_field,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/v2.py,437,30.0,5,5,5,5,5.0,def is_bytes_field(field: ModelField) -> bool:
Unknown,is_bytes_sequence_field,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/v2.py,441,30.0,5,5,5,5,5.0,def is_bytes_sequence_field(field: ModelField) -> 
Unknown,copy_field_info,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/v2.py,445,30.0,5,5,5,5,5.0,"def copy_field_info(*, field_info: FieldInfo, anno"
Unknown,serialize_sequence_value,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/v2.py,454,30.0,5,5,5,5,5.0,"def serialize_sequence_value(*, field: ModelField,"
Unknown,get_missing_field_error,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/v2.py,467,30.0,5,5,5,5,5.0,"def get_missing_field_error(loc: Tuple[str, ...]) "
Factory,create_body_model,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/v2.py,475,50.0,5,6,4,3,4.5,def create_body_model(
Unknown,get_model_fields,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/v2.py,483,30.0,5,5,5,5,5.0,def get_model_fields(model: Type[BaseModel]) -> Li
Unknown,normalize_name,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/v2.py,508,30.0,5,5,5,5,5.0,def normalize_name(name: str) -> str:
Unknown,get_model_name_map,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/v2.py,512,30.0,5,5,5,5,5.0,def get_model_name_map(unique_models: TypeModelSet
Unknown,get_flat_models_from_model,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/v2.py,530,30.0,5,5,5,5,5.0,def get_flat_models_from_model(
Unknown,get_flat_models_from_annotation,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/v2.py,539,30.0,5,5,5,5,5.0,def get_flat_models_from_annotation(
Unknown,get_flat_models_from_field,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/v2.py,554,30.0,5,5,5,5,5.0,def get_flat_models_from_field(
Unknown,get_flat_models_from_fields,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/v2.py,570,30.0,5,5,5,5,5.0,def get_flat_models_from_fields(
Unknown,get_long_model_name,/mnt/data/spectrometer_system_audit/validation/test_repos/fastapi/_compat/v2.py,578,30.0,5,5,5,5,5.0,def get_long_model_name(model: TypeModelOrEnum) ->
